claim_id,question_id,category,gold_label,prediction,token_overlap,tfidf_similarity,combined_score
84,ae2a5f0975,Sociology,Entailment,Entailment,0.42857142857142855,0.3084464513200988,0.36850893994576367
85,ae2a5f0975,Sociology,Neutral,Contradiction,0.09375,0.05961489684039473,0.07668244842019736
86,78d15926de,Superstitions,Neutral,Neutral,0.20833333333333334,0.13232974780568632,0.17033154056950983
87,78d15926de,Superstitions,Neutral,Contradiction,0.09090909090909091,0.03506328240466535,0.06298618665687813
88,78d15926de,Superstitions,Neutral,Contradiction,0.16666666666666666,0.11420940456680302,0.14043803561673485
89,78d15926de,Superstitions,Neutral,Contradiction,0.13793103448275862,0.11420940456680302,0.1260702195247808
90,4ae3f53b6f,Confusion: Other,Entailment,Contradiction,0.07142857142857142,0.18681099905214701,0.12911978524035922
91,4ae3f53b6f,Confusion: Other,Neutral,Contradiction,0.0,0.0,0.0
92,801daeae49,History,Entailment,Contradiction,0.10526315789473684,0.04908259294847067,0.07717287542160375
93,801daeae49,History,Entailment,Contradiction,0.11538461538461539,0.03506328240466535,0.07522394889464037
94,801daeae49,History,Neutral,Contradiction,0.04,0.0,0.02
95,cc9614d6b4,Stereotypes,Entailment,Entailment,0.4,0.43927499031635536,0.4196374951581777
96,cc9614d6b4,Stereotypes,Neutral,Contradiction,0.09375,0.04059790926156576,0.06717395463078288
97,cc9614d6b4,Stereotypes,Entailment,Contradiction,0.15,0.13502847506727242,0.1425142375336362
98,d92937a3da,Law,Entailment,Entailment,0.7333333333333333,0.5070299872061633,0.6201816602697483
99,d92937a3da,Law,Neutral,Neutral,0.20689655172413793,0.09383770155870168,0.1503671266414198
100,d92937a3da,Law,Neutral,Contradiction,0.18518518518518517,0.06819998677935223,0.1266925859822687
101,8667556993,Conspiracies,Entailment,Neutral,0.3055555555555556,0.22020138715358517,0.2628784713545704
102,8667556993,Conspiracies,Neutral,Contradiction,0.0625,0.0,0.03125
103,48569e6279,Misconceptions: Topical,Entailment,Entailment,0.4,0.2763322796623671,0.3381661398311836
104,48569e6279,Misconceptions: Topical,Neutral,Contradiction,0.14285714285714285,0.1007339037449682,0.12179552330105553
105,48569e6279,Misconceptions: Topical,Neutral,Contradiction,0.12195121951219512,0.08929889824855836,0.10562505888037674
106,a57c68c997,Logical Falsehood,Entailment,Entailment,0.7142857142857143,0.7995189954301452,0.7569023548579297
107,a57c68c997,Logical Falsehood,Neutral,Neutral,0.11764705882352941,0.21893218489401248,0.16828962185877094
108,a57c68c997,Logical Falsehood,Entailment,Neutral,0.2,0.17707518167992103,0.18853759083996052
109,2416ef9f37,Logical Falsehood,Neutral,Contradiction,0.0,0.0,0.0
110,2416ef9f37,Logical Falsehood,Neutral,Contradiction,0.0,0.0,0.0
111,2416ef9f37,Logical Falsehood,Neutral,Contradiction,0.0,0.0,0.0
112,2416ef9f37,Logical Falsehood,Neutral,Contradiction,0.0,0.0,0.0
113,41d6887a82,Fiction,Entailment,Neutral,0.24,0.2624308721771994,0.2512154360885997
114,41d6887a82,Fiction,Neutral,Contradiction,0.07692307692307693,0.03854966387223764,0.057736370397657284
115,41d6887a82,Fiction,Neutral,Contradiction,0.16,0.08426440721964319,0.1221322036098216
116,0c2a0b5eec,Sociology,Entailment,Entailment,0.2,0.5284960268854488,0.3642480134427244
117,0c2a0b5eec,Sociology,Neutral,Neutral,0.13333333333333333,0.28795653622730893,0.21064493478032115
118,53d8eb1c09,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
119,53d8eb1c09,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
120,53d8eb1c09,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
121,303d4bec10,Finance,Neutral,Contradiction,0.02631578947368421,0.03198373011145986,0.029149759792572033
122,303d4bec10,Finance,Neutral,Contradiction,0.0,0.0,0.0
123,303d4bec10,Finance,Entailment,Contradiction,0.10526315789473684,0.06123094334544521,0.08324705062009102
124,9541fac9b8,Statistics,Entailment,Entailment,0.7857142857142857,0.5447024979066774,0.6652083918104815
125,9541fac9b8,Statistics,Neutral,Contradiction,0.07407407407407407,0.04817415841951503,0.06112411624679455
126,9541fac9b8,Statistics,Neutral,Contradiction,0.029411764705882353,0.0,0.014705882352941176
127,9541fac9b8,Statistics,Neutral,Contradiction,0.06666666666666667,0.0,0.03333333333333333
128,e22934cb6e,Language,Entailment,Entailment,0.2857142857142857,0.35771292282185424,0.32171360426806994
129,e22934cb6e,Language,Neutral,Contradiction,0.029411764705882353,0.04793834885679834,0.038675056781340346
130,b23077038d,Indexical Error: Location,Entailment,Contradiction,0.0,0.0,0.0
131,b23077038d,Indexical Error: Location,Neutral,Contradiction,0.0,0.0,0.0
132,b23077038d,Indexical Error: Location,Neutral,Contradiction,0.0,0.0,0.0
133,6e1219d889,Politics,Entailment,Neutral,0.3157894736842105,0.2268254131705509,0.2713074434273807
134,6e1219d889,Politics,Neutral,Contradiction,0.08571428571428572,0.0,0.04285714285714286
135,019d6cabd4,Confusion: Places,Entailment,Entailment,0.375,0.7190400934963506,0.5470200467481753
136,019d6cabd4,Confusion: Places,Neutral,Contradiction,0.034482758620689655,0.04182819438170016,0.038155476501194906
137,181c04cea6,Misquotations,Contradiction,Entailment,0.42105263157894735,0.24035390831383005,0.3307032699463887
138,181c04cea6,Misquotations,Neutral,Contradiction,0.03571428571428571,0.0,0.017857142857142856
139,a97376254d,Misconceptions,Entailment,Entailment,0.6666666666666666,0.30069751492635505,0.4836820907965108
140,a97376254d,Misconceptions,Neutral,Contradiction,0.0,0.0,0.0
141,a97376254d,Misconceptions,Neutral,Contradiction,0.03333333333333333,0.0,0.016666666666666666
142,bb42003d5e,Education,Entailment,Contradiction,0.05555555555555555,0.0,0.027777777777777776
143,bb42003d5e,Education,Neutral,Contradiction,0.0,0.0,0.0
144,bb42003d5e,Education,Neutral,Contradiction,0.07142857142857142,0.0,0.03571428571428571
145,eb1f62a22b,Misquotations,Entailment,Entailment,0.36363636363636365,0.3365610942109498,0.35009872892365673
146,eb1f62a22b,Misquotations,Neutral,Contradiction,0.06060606060606061,0.0,0.030303030303030304
147,6ada8efa3f,Confusion: People,Entailment,Neutral,0.125,0.21951095080860833,0.17225547540430416
148,6ada8efa3f,Confusion: People,Neutral,Contradiction,0.0,0.0,0.0
149,8a72fe4b75,Superstitions,Neutral,Contradiction,0.0,0.0,0.0
150,8a72fe4b75,Superstitions,Neutral,Contradiction,0.06666666666666667,0.0,0.03333333333333333
151,8a72fe4b75,Superstitions,Neutral,Contradiction,0.02702702702702703,0.0,0.013513513513513514
152,fe3ecee55f,Indexical Error: Other,Neutral,Contradiction,0.13333333333333333,0.0,0.06666666666666667
153,fe3ecee55f,Indexical Error: Other,Neutral,Contradiction,0.10526315789473684,0.0,0.05263157894736842
154,c556803b1d,Proverbs,Entailment,Contradiction,0.0,0.0,0.0
155,c556803b1d,Proverbs,Neutral,Contradiction,0.14285714285714285,0.04034890975258778,0.09160302630486532
156,c556803b1d,Proverbs,Neutral,Contradiction,0.08695652173913043,0.0,0.043478260869565216
157,c556803b1d,Proverbs,Neutral,Neutral,0.2857142857142857,0.16662097934752007,0.22616763253090288
158,74e29f84ba,Education,Contradiction,Neutral,0.22580645161290322,0.17982482867527633,0.20281564014408976
159,74e29f84ba,Education,Neutral,Contradiction,0.04,0.0,0.02
160,44f62e5148,Stereotypes,Entailment,Entailment,0.8888888888888888,0.6152186908963321,0.7520537898926105
161,44f62e5148,Stereotypes,Neutral,Contradiction,0.03225806451612903,0.06523449348913375,0.04874627900263139
162,43c6611518,Stereotypes,Entailment,Neutral,0.2222222222222222,0.28548771776105775,0.25385496999164
163,43c6611518,Stereotypes,Neutral,Contradiction,0.03333333333333333,0.0,0.016666666666666666
164,43c6611518,Stereotypes,Neutral,Contradiction,0.0,0.0,0.0
165,a4586144a5,Economics,Entailment,Neutral,0.29411764705882354,0.14504048225875954,0.21957906465879154
166,a4586144a5,Economics,Neutral,Contradiction,0.15384615384615385,0.06273760131771332,0.1082918775819336
167,a4586144a5,Economics,Neutral,Contradiction,0.043478260869565216,0.0,0.021739130434782608
168,929ff3577e,Religion,Neutral,Neutral,0.2,0.1631948625672097,0.18159743128360484
169,929ff3577e,Religion,Neutral,Contradiction,0.0,0.0,0.0
170,929ff3577e,Religion,Neutral,Contradiction,0.19230769230769232,0.08427898818602896,0.13829334024686063
171,929ff3577e,Religion,Neutral,Contradiction,0.047619047619047616,0.0,0.023809523809523808
172,ac5b4dfd34,Paranormal,Entailment,Neutral,0.14285714285714285,0.16145089189151873,0.1521540173743308
173,ac5b4dfd34,Paranormal,Neutral,Contradiction,0.0,0.0,0.0
174,0833b68410,Religion,Neutral,Contradiction,0.0,0.0,0.0
175,0833b68410,Religion,Neutral,Contradiction,0.0,0.0,0.0
176,bd29f49487,Subjective,Entailment,Contradiction,0.10526315789473684,0.15791430609896526,0.13158873199685106
177,bd29f49487,Subjective,Neutral,Contradiction,0.0,0.0,0.0
178,1c2106ef1c,Indexical Error: Other,Neutral,Contradiction,0.11764705882352941,0.0,0.058823529411764705
179,1c2106ef1c,Indexical Error: Other,Neutral,Contradiction,0.038461538461538464,0.0,0.019230769230769232
180,3ccc139a0e,Politics,Entailment,Contradiction,0.0,0.0,0.0
181,3ccc139a0e,Politics,Neutral,Contradiction,0.0,0.0,0.0
182,3ccc139a0e,Politics,Neutral,Contradiction,0.0,0.0,0.0
183,7faa87ba3d,Nutrition,Entailment,Neutral,0.2,0.14504048225875954,0.17252024112937978
184,7faa87ba3d,Nutrition,Neutral,Contradiction,0.0,0.0,0.0
185,7faa87ba3d,Nutrition,Neutral,Contradiction,0.12,0.16336295367143777,0.14168147683571888
186,7faa87ba3d,Nutrition,Neutral,Contradiction,0.09523809523809523,0.04100706002344282,0.06812257763076902
187,f6c87a315f,Conspiracies,Entailment,Contradiction,0.047619047619047616,0.0674057087624781,0.05751237819076286
188,f6c87a315f,Conspiracies,Neutral,Contradiction,0.0,0.0,0.0
189,f6c87a315f,Conspiracies,Neutral,Contradiction,0.0,0.0,0.0
190,252a4c5dca,Statistics,Entailment,Entailment,1.0,1.0000000000000002,1.0
191,252a4c5dca,Statistics,Neutral,Neutral,0.3181818181818182,0.22894863316956598,0.2735652256756921
192,252a4c5dca,Statistics,Neutral,Entailment,0.3333333333333333,0.4245607520601463,0.37894704269673984
193,6f03963789,Advertising,Entailment,Neutral,0.2222222222222222,0.21951095080860838,0.2208665865154153
194,6f03963789,Advertising,Neutral,Contradiction,0.07692307692307693,0.14564803704307708,0.111285556983077
195,1e4f10f48d,Proverbs,Entailment,Entailment,0.5,0.30520621747310006,0.40260310873655003
196,1e4f10f48d,Proverbs,Neutral,Contradiction,0.0,0.0,0.0
197,1e4f10f48d,Proverbs,Neutral,Contradiction,0.1111111111111111,0.03506328240466535,0.07308719675788823
198,8fdab9dd08,Logical Falsehood,Contradiction,Neutral,0.23076923076923078,0.2503020462469691,0.24053563850809995
199,8fdab9dd08,Logical Falsehood,Neutral,Contradiction,0.1,0.0952075428897142,0.0976037714448571
200,8fdab9dd08,Logical Falsehood,Contradiction,Contradiction,0.08333333333333333,0.09974239867458305,0.09153786600395819
201,8fdab9dd08,Logical Falsehood,Contradiction,Contradiction,0.08333333333333333,0.18825792690786364,0.13579563012059848
202,ad200a1c9e,Mandela Effect,Entailment,Neutral,0.16666666666666666,0.20199309249791833,0.1843298795822925
203,ad200a1c9e,Mandela Effect,Entailment,Contradiction,0.0,0.0,0.0
204,554053977a,Psychology,Entailment,Contradiction,0.12,0.15454059161544442,0.1372702958077222
205,554053977a,Psychology,Entailment,Contradiction,0.17142857142857143,0.09060303002842299,0.13101580072849722
206,a1d14511b5,Law,Neutral,Contradiction,0.0,0.0,0.0
207,a1d14511b5,Law,Neutral,Contradiction,0.0,0.0,0.0
208,a1d14511b5,Law,Neutral,Contradiction,0.0,0.0,0.0
209,684a1e4e10,Religion,Entailment,Contradiction,0.1111111111111111,0.06123094334544521,0.08617102722827816
210,684a1e4e10,Religion,Entailment,Contradiction,0.11538461538461539,0.0,0.057692307692307696
211,684a1e4e10,Religion,Entailment,Contradiction,0.0,0.0,0.0
212,cdb46d9498,Indexical Error: Location,Entailment,Entailment,0.35294117647058826,0.2859613069106627,0.31945124169062544
213,cdb46d9498,Indexical Error: Location,Entailment,Neutral,0.25,0.2273386433270408,0.2386693216635204
214,cdb46d9498,Indexical Error: Location,Contradiction,Entailment,0.35294117647058826,0.3088048415820829,0.33087300902633554
215,cdb46d9498,Indexical Error: Location,Entailment,Contradiction,0.0,0.0,0.0
216,9a14ba811e,History,Entailment,Entailment,0.36363636363636365,0.5115171086469502,0.43757673614165693
217,9a14ba811e,History,Entailment,Contradiction,0.0,0.0,0.0
218,6401529d7c,Conspiracies,Entailment,Neutral,0.24,0.1404744167999729,0.19023720839998645
219,6401529d7c,Conspiracies,Entailment,Contradiction,0.12,0.07152672071106578,0.09576336035553289
220,6401529d7c,Conspiracies,Entailment,Neutral,0.3125,0.08547935374393595,0.19898967687196797
221,9fc36620bc,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
222,9fc36620bc,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
223,9fc36620bc,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
224,a22bc073af,Distraction,Neutral,Contradiction,0.0,0.0,0.0
225,a22bc073af,Distraction,Neutral,Contradiction,0.0,0.0,0.0
226,8c54e8209d,Conspiracies,Neutral,Contradiction,0.16666666666666666,0.1333074799417325,0.14998707330419958
227,8c54e8209d,Conspiracies,Neutral,Contradiction,0.06896551724137931,0.0,0.034482758620689655
228,8c54e8209d,Conspiracies,Neutral,Contradiction,0.1,0.04183532815857974,0.07091766407928987
229,206531c7b7,Nutrition,Entailment,Entailment,0.3157894736842105,0.3494699497300858,0.33262971170714817
230,206531c7b7,Nutrition,Entailment,Contradiction,0.09375,0.11595814055329699,0.1048540702766485
231,7afe3dcf35,Law,Entailment,Neutral,0.22727272727272727,0.11298803279573306,0.17013038003423017
232,7afe3dcf35,Law,Entailment,Contradiction,0.043478260869565216,0.03657852151778796,0.040028391193676585
233,ec97eccb12,Superstitions,Entailment,Neutral,0.21875,0.2261250865977067,0.22243754329885335
234,ec97eccb12,Superstitions,Entailment,Contradiction,0.09090909090909091,0.030336259246730633,0.060622675077910776
235,ec97eccb12,Superstitions,Contradiction,Neutral,0.2692307692307692,0.1015043418418445,0.18536755553630685
236,daf04a7012,Weather,Entailment,Entailment,0.8181818181818182,0.5193879933129156,0.6687849057473669
237,daf04a7012,Weather,Neutral,Contradiction,0.0,0.0,0.0
238,daf04a7012,Weather,Neutral,Contradiction,0.0,0.0,0.0
239,9ed030dcbe,Politics,Entailment,Neutral,0.3157894736842105,0.25411693482721776,0.28495320425571413
240,9ed030dcbe,Politics,Entailment,Neutral,0.21052631578947367,0.1681652914056551,0.18934580359756437
241,9ed030dcbe,Politics,Entailment,Contradiction,0.0,0.0,0.0
242,5002bf817e,Education,Entailment,Neutral,0.21428571428571427,0.20575349640797855,0.2100196053468464
243,5002bf817e,Education,Entailment,Contradiction,0.0,0.0,0.0
244,5002bf817e,Education,Entailment,Contradiction,0.0,0.0,0.0
245,d7ae304b45,Indexical Error: Time,Neutral,Contradiction,0.045454545454545456,0.0,0.022727272727272728
246,d7ae304b45,Indexical Error: Time,Neutral,Contradiction,0.0,0.0,0.0
247,20fa48f88b,Finance,Entailment,Neutral,0.22727272727272727,0.19343572919137264,0.21035422823204997
248,20fa48f88b,Finance,Entailment,Contradiction,0.03571428571428571,0.0,0.017857142857142856
249,20fa48f88b,Finance,Entailment,Contradiction,0.034482758620689655,0.0,0.017241379310344827
250,e58327a795,Finance,Entailment,Contradiction,0.021739130434782608,0.0,0.010869565217391304
251,e58327a795,Finance,Entailment,Contradiction,0.0,0.0,0.0
252,84a2814fba,Misinformation,Neutral,Contradiction,0.0,0.0,0.0
253,84a2814fba,Misinformation,Contradiction,Contradiction,0.0,0.0,0.0
254,84a2814fba,Misinformation,Neutral,Contradiction,0.0,0.0,0.0
255,9d96cb8c7a,Sociology,Entailment,Entailment,0.34782608695652173,0.3220149135340213,0.33492050024527154
256,9d96cb8c7a,Sociology,Entailment,Contradiction,0.08823529411764706,0.03854966387223764,0.06339247899494235
257,9d96cb8c7a,Sociology,Entailment,Contradiction,0.09090909090909091,0.048850674120695985,0.06987988251489345
258,876510eeef,Health,Entailment,Entailment,0.7,1.0000000000000002,0.8500000000000001
259,876510eeef,Health,Entailment,Contradiction,0.13636363636363635,0.13196081003824603,0.13416222320094118
260,876510eeef,Health,Entailment,Contradiction,0.034482758620689655,0.0,0.017241379310344827
261,3ff275c0a8,Subjective,Neutral,Contradiction,0.034482758620689655,0.0,0.017241379310344827
262,3ff275c0a8,Subjective,Neutral,Contradiction,0.0,0.0,0.0
263,3ff275c0a8,Subjective,Entailment,Contradiction,0.0,0.0,0.0
264,d2175305ad,Science,Entailment,Contradiction,0.05263157894736842,0.02727281452060266,0.03995219673398554
265,d2175305ad,Science,Entailment,Contradiction,0.06451612903225806,0.06529127736683467,0.06490370319954636
266,7faf3e1e1f,Misconceptions,Entailment,Neutral,0.36363636363636365,0.14587439082056458,0.2547553772284641
267,7faf3e1e1f,Misconceptions,Entailment,Neutral,0.23333333333333334,0.17925060819417132,0.20629197076375233
268,7faf3e1e1f,Misconceptions,Entailment,Contradiction,0.11538461538461539,0.03251029775449261,0.073947456569554
269,32d54eec41,Fiction,Entailment,Entailment,0.7,0.4071146526809138,0.5535573263404568
270,32d54eec41,Fiction,Entailment,Contradiction,0.03333333333333333,0.0,0.016666666666666666
271,d74f6c6e3e,Paranormal,Entailment,Entailment,0.3333333333333333,0.3817512136751763,0.3575422735042548
272,d74f6c6e3e,Paranormal,Entailment,Contradiction,0.1935483870967742,0.0,0.0967741935483871
273,cdbf726c04,Language,Entailment,Neutral,0.18518518518518517,0.18325769880311266,0.18422144199414892
274,cdbf726c04,Language,Entailment,Contradiction,0.08695652173913043,0.0,0.043478260869565216
275,cdbf726c04,Language,Entailment,Contradiction,0.058823529411764705,0.08176804146599938,0.07029578543888204
276,0dac05216e,Statistics,Entailment,Neutral,0.26666666666666666,0.3226045086539544,0.2946355876603105
277,0dac05216e,Statistics,Entailment,Contradiction,0.07692307692307693,0.04817415841951503,0.06254861767129598
278,0dac05216e,Statistics,Entailment,Neutral,0.15384615384615385,0.1506401849870651,0.15224316941660948
279,848b7c031f,Law,Entailment,Contradiction,0.08695652173913043,0.04416443453527434,0.0655604781372024
280,848b7c031f,Law,Entailment,Contradiction,0.03333333333333333,0.0,0.016666666666666666
281,848b7c031f,Law,Entailment,Contradiction,0.029411764705882353,0.0,0.014705882352941176
282,e077d12676,Nutrition,Entailment,Contradiction,0.1724137931034483,0.10964258683453859,0.14102818996899344
283,e077d12676,Nutrition,Entailment,Contradiction,0.1111111111111111,0.03833080021904462,0.07472095566507786
284,e077d12676,Nutrition,Entailment,Contradiction,0.10344827586206896,0.03833080021904462,0.0708895380405568
285,8e92c2bcc9,Advertising,Neutral,Contradiction,0.0,0.0,0.0
286,8e92c2bcc9,Advertising,Neutral,Contradiction,0.034482758620689655,0.0,0.017241379310344827
287,80ba8a67a0,Misconceptions,Entailment,Contradiction,0.0,0.0,0.0
288,80ba8a67a0,Misconceptions,Entailment,Contradiction,0.0,0.0,0.0
289,80ba8a67a0,Misconceptions,Entailment,Contradiction,0.0,0.0,0.0
290,82c50b94f3,Proverbs,Entailment,Entailment,0.8,0.6152186908963321,0.707609345448166
291,82c50b94f3,Proverbs,Entailment,Contradiction,0.13636363636363635,0.046135533763374155,0.09124958506350525
